Id,cluster10
00070df0-bbc3-11e8-b2bc-ac1f6b6435d0,0
000a6c98-bb9b-11e8-b2b9-ac1f6b6435d0,2
000a9596-bbc4-11e8-b2bc-ac1f6b6435d0,2
000c99ba-bba4-11e8-b2b9-ac1f6b6435d0,2
001838f8-bbca-11e8-b2bc-ac1f6b6435d0,5
001bcdd2-bbb2-11e8-b2ba-ac1f6b6435d0,7
0020af02-bbba-11e8-b2ba-ac1f6b6435d0,6
002679c2-bbb6-11e8-b2ba-ac1f6b6435d0,3
00285ce4-bba0-11e8-b2b9-ac1f6b6435d0,2
002daad6-bbc9-11e8-b2bc-ac1f6b6435d0,2
002ff91e-bbb8-11e8-b2ba-ac1f6b6435d0,3
00301238-bbb2-11e8-b2ba-ac1f6b6435d0,3
0032a07e-bba9-11e8-b2ba-ac1f6b6435d0,3
00344514-bbc2-11e8-b2bb-ac1f6b6435d0,2
00357b1e-bba9-11e8-b2ba-ac1f6b6435d0,2
00383b44-bbbb-11e8-b2ba-ac1f6b6435d0,3
0038d6a6-bb9a-11e8-b2b9-ac1f6b6435d0,5
003957a8-bbb7-11e8-b2ba-ac1f6b6435d0,5
003feb6e-bbca-11e8-b2bc-ac1f6b6435d0,2
0042017c-bba4-11e8-b2b9-ac1f6b6435d0,2
00456fd2-bb9b-11e8-b2b9-ac1f6b6435d0,2
0047c984-bba6-11e8-b2ba-ac1f6b6435d0,3
00481c70-bba3-11e8-b2b9-ac1f6b6435d0,4
004a2b84-bbc4-11e8-b2bc-ac1f6b6435d0,7
004b47de-bbca-11e8-b2bc-ac1f6b6435d0,3
004bf4c6-bbc6-11e8-b2bc-ac1f6b6435d0,2
004d8a0e-bbc4-11e8-b2bc-ac1f6b6435d0,7
004efaa2-bba5-11e8-b2ba-ac1f6b6435d0,5
004f7c66-bb9b-11e8-b2b9-ac1f6b6435d0,1
004f8abc-bbb9-11e8-b2ba-ac1f6b6435d0,3
00508c34-bbb7-11e8-b2ba-ac1f6b6435d0,2
0051ccbc-bbbb-11e8-b2ba-ac1f6b6435d0,3
00520f22-bb9a-11e8-b2b9-ac1f6b6435d0,2
0058c62c-bbbe-11e8-b2ba-ac1f6b6435d0,5
005a103a-bbc4-11e8-b2bc-ac1f6b6435d0,3
005a78ec-bbae-11e8-b2ba-ac1f6b6435d0,5
005ccb94-bbca-11e8-b2bc-ac1f6b6435d0,3
0060269e-bbbc-11e8-b2ba-ac1f6b6435d0,4
00626a32-bbab-11e8-b2ba-ac1f6b6435d0,3
0062719a-bbbe-11e8-b2ba-ac1f6b6435d0,5
00638dd0-bbac-11e8-b2ba-ac1f6b6435d0,4
0065e36c-bba4-11e8-b2b9-ac1f6b6435d0,3
0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,2
0067c712-bba0-11e8-b2b9-ac1f6b6435d0,2
0067cae4-bb9d-11e8-b2b9-ac1f6b6435d0,1
0067f542-bba1-11e8-b2b9-ac1f6b6435d0,6
006a8c72-bbc8-11e8-b2bc-ac1f6b6435d0,2
006cde8a-bbbb-11e8-b2ba-ac1f6b6435d0,3
006f3dde-bbc9-11e8-b2bc-ac1f6b6435d0,7
006f5b04-bbb3-11e8-b2ba-ac1f6b6435d0,2
00716b36-bba6-11e8-b2ba-ac1f6b6435d0,3
0072d080-bbaf-11e8-b2ba-ac1f6b6435d0,1
0074cfce-bbab-11e8-b2ba-ac1f6b6435d0,2
00751f10-bbab-11e8-b2ba-ac1f6b6435d0,2
007811e6-bbbc-11e8-b2ba-ac1f6b6435d0,3
007c0304-bbbd-11e8-b2ba-ac1f6b6435d0,3
007d009a-bb9c-11e8-b2b9-ac1f6b6435d0,3
00822d20-bbc1-11e8-b2bb-ac1f6b6435d0,3
00855996-bbad-11e8-b2ba-ac1f6b6435d0,2
008761b4-bbad-11e8-b2ba-ac1f6b6435d0,2
00884f46-bbc3-11e8-b2bc-ac1f6b6435d0,2
0088a1b6-bbb5-11e8-b2ba-ac1f6b6435d0,2
0089bdfe-bbc8-11e8-b2bc-ac1f6b6435d0,4
008a780e-bb9e-11e8-b2b9-ac1f6b6435d0,1
008a8630-bb9b-11e8-b2b9-ac1f6b6435d0,4
008b8e7c-bbb4-11e8-b2ba-ac1f6b6435d0,4
0092d59c-bba5-11e8-b2ba-ac1f6b6435d0,3
00934176-bbaf-11e8-b2ba-ac1f6b6435d0,8
0093f39a-bbc9-11e8-b2bc-ac1f6b6435d0,1
0097150a-bbc1-11e8-b2bb-ac1f6b6435d0,5
00984a2c-bbaa-11e8-b2ba-ac1f6b6435d0,5
00986cb0-bbae-11e8-b2ba-ac1f6b6435d0,2
