Id,blue_corr_with_green,blue_mask_green_mean,blue_mean,blue_non_zero_mean,blue_std,green_mean,green_non_zero_mean,green_std,luminosity,red_corr_with_green,red_mask_green_mean,red_mean,red_non_zero_mean,red_std,size
002ff91e-bbb8-11e8-b2ba-ac1f6b6435d0,0.17536865168819957,0.06571451390927031,0.0876127065396777,0.24724054336547852,0.18057466000254072,0.026465279448266123,0.4515514373779297,0.052199439471904245,0.038204385092492216,0.17536865168819957,0.04378898923301947,0.06091617976917941,0.4780142307281494,0.1278987387348119,2048
00301238-bbb2-11e8-b2ba-ac1f6b6435d0,0.12291759682298936,0.013914627229960314,0.05267396347195489,0.20246076583862305,0.1353703092698013,0.009761720545151654,0.3667781352996826,0.03466666453110183,0.024124113384508625,0.12291759682298936,0.015115287324968646,0.06274445290658985,0.543971061706543,0.1143639358136772,2048
00344514-bbc2-11e8-b2bb-ac1f6b6435d0,0.380330021535958,0.07918089164965354,0.03273524116067322,0.22379446029663086,0.09461732876978753,0.03185631247127758,0.3740980625152588,0.07191123024946224,0.03408898908278524,0.380330021535958,0.08131522582202748,0.04205959544462315,0.3713552951812744,0.09059524167261214,2048
00357b1e-bba9-11e8-b2ba-ac1f6b6435d0,0.19162621255126014,0.08294145282269315,0.028460280100504585,0.13431596755981445,0.08986511610177962,0.05560087596668915,0.6321253776550293,0.09529289028213839,0.056728571135016045,0.19162621255126014,0.07009404014099038,0.07012225973839853,0.7238671779632568,0.09943881714963222,2048
00383b44-bbbb-11e8-b2ba-ac1f6b6435d0,0.5911248636648981,0.10738147185073516,0.034387038735782395,0.1845695972442627,0.111600030605998,0.05444532656202132,0.5014529228210449,0.0906002491536537,0.05386017043375506,0.5911248636648981,0.10752852213894584,0.058504838569491575,0.48101043701171875,0.12176122418600913,2048
003feb6e-bbca-11e8-b2bc-ac1f6b6435d0,0.29191104385166133,0.0675435614436836,0.006556516742914068,0.09796555836995442,0.03132246963074468,0.01389723925289245,0.26438140869140625,0.0360773928324575,0.017331864417581003,0.29191104385166133,0.037505560577711865,0.0325455239655405,0.3117520014444987,0.07218519863068547,3072
00456fd2-bb9b-11e8-b2b9-ac1f6b6435d0,0.08659867197322688,0.2333237252175253,0.03813169703764075,0.1591033935546875,0.10138414987920533,0.045803079418107524,0.4280998706817627,0.09675920252764998,0.046570960894005003,0.08659867197322688,0.050868686153587125,0.0520201785891664,0.62996506690979,0.09912659825966234,2048
005a78ec-bbae-11e8-b2ba-ac1f6b6435d0,0.12171934776256219,0.0494034459512802,0.13841117690591254,0.3822956085205078,0.20980356514649812,0.0365555164860744,0.7197322845458984,0.06279147541883187,0.05716602015813194,0.12171934776256219,0.04128638197257686,0.0989098202948478,0.805870771408081,0.12357168194415456,2048
0067a7c0-bbb7-11e8-b2ba-ac1f6b6435d0,0.15120311963154745,0.2653742490860445,0.026883512384751274,0.08812618255615234,0.10883032473161794,0.03129139788010539,0.24957561492919922,0.09542460561984731,0.030449627362045567,0.15120311963154745,0.0880488352137264,0.028828927582385488,0.2277679443359375,0.08046294124715896,2048
0067c712-bba0-11e8-b2b9-ac1f6b6435d0,0.38189745784455176,0.14843072380858555,0.025538338866888298,0.08683323860168457,0.09686978593150367,0.01952462289847578,0.15206551551818848,0.06328068151528426,0.018041688668494142,0.38189745784455176,0.11721587175644907,0.010507103976081398,0.11598849296569824,0.05048666455108857,2048
0067cae4-bb9d-11e8-b2b9-ac1f6b6435d0,0.31963308157992676,0.16916673113752334,0.021939450515381372,0.09096156226264106,0.08229335383496401,0.022814015573406014,0.21089956495496961,0.07175211057856358,0.021687477569995586,0.31963308157992676,0.11475200435550462,0.017812160417145374,0.16730520460340711,0.06845659034713836,3072
006a8c72-bbc8-11e8-b2bc-ac1f6b6435d0,0.3956822300377919,0.06393251003709917,0.004966597048026025,0.041005982293023005,0.03227152903417568,0.004040280094853154,0.07106939951578777,0.02107433402193614,0.005226419287953761,0.3956822300377919,0.028012215177617626,0.009304904314427582,0.11212560865614149,0.048098706839287825,3072
006cde8a-bbbb-11e8-b2ba-ac1f6b6435d0,0.4741982791908291,0.07238575515720704,0.12196858100641779,0.28272077772352433,0.2341912981281587,0.053721160306909765,0.7007575564914279,0.07210234171996385,0.05610429650998583,0.4741982791908291,0.08821076744674168,0.04175348593518623,0.5303018358018663,0.08128394194775307,3072
00716b36-bba6-11e8-b2ba-ac1f6b6435d0,0.7409427373836361,0.036228735310511,0.0983380953470866,0.28003597259521484,0.18761833918810014,0.037514373367907895,0.5909230709075928,0.06183710008180746,0.04989692724470999,0.7409427373836361,0.06387252300286748,0.07510177294413259,0.5687098503112793,0.1299933186350028,2048
0074cfce-bbab-11e8-b2ba-ac1f6b6435d0,0.44754803382521113,0.16786275732630423,0.06579819286570827,0.20797157287597656,0.14784052952814283,0.07387097489600095,0.49287867546081543,0.10970021665150591,0.06786142183546927,0.44754803382521113,0.1593767570694423,0.048345583560420013,0.4050028324127197,0.11259947284071578,2048
008761b4-bbad-11e8-b2ba-ac1f6b6435d0,0.48016426487653247,0.04206156221479163,0.060691442676619016,0.232072114944458,0.1359254312286041,0.018298135084264398,0.3786606788635254,0.04355450169552064,0.02582296162100396,0.48016426487653247,0.040173574616719686,0.03929545271630385,0.37668943405151367,0.0974118972074779,2048
0088a1b6-bbb5-11e8-b2ba-ac1f6b6435d0,0.30185477535573346,0.03847941043486663,0.03411872620676069,0.11196446418762207,0.11611846105881575,0.014234439064474674,0.247941255569458,0.048447081439339595,0.01820891175831067,0.30185477535573346,0.04802746845366279,0.0261762413324094,0.22174072265625,0.08756272052760522,2048
008a780e-bb9e-11e8-b2b9-ac1f6b6435d0,0.18712959992254596,0.015591094752760321,0.0006614635193270015,0.056210835774739586,0.003540033018066308,0.011071053465467122,0.3509909311930339,0.02210364041766645,0.008840650069043525,0.18712959992254596,0.019654423032152056,0.004115122128156269,0.2535736295912001,0.009749811963229021,3072
0093f39a-bbc9-11e8-b2bc-ac1f6b6435d0,0.521192914201196,0.0449811144001986,0.006819508122462855,0.05138471391465929,0.036231307969794346,0.006651703828300529,0.12392616271972656,0.027038217876168943,0.009236106298858035,0.521192914201196,0.03983694661101411,0.018750890096028663,0.1508181889851888,0.07078482398541165,3072
009c104e-bbc8-11e8-b2bc-ac1f6b6435d0,0.29291260577809525,0.09876852554497789,0.015797019160650905,0.09170797136094835,0.06149819321649958,0.028373230828179274,0.39084498087565106,0.06618711226174527,0.03121722159948739,0.29291260577809525,0.040092553198965854,0.046021364664979525,0.6137479146321615,0.08802952419193688,3072
