Id,Target,Flag_external
a65bab46-bba7-11e8-b2ba-ac1f6b6435d0,11,0
60847_1136_H8_1,20,1
48119_1543_C9_6,6,1
58323_1049_G6_1,0 11,1
2b5cdd78-bbc7-11e8-b2bc-ac1f6b6435d0,23,0
1968ae20-bba5-11e8-b2ba-ac1f6b6435d0,1,0
32050_1423_A12_2,22,1
f2aec494-bbc8-11e8-b2bc-ac1f6b6435d0,3,0
55459_878_F5_2,6,1
9f8967ec-bbc8-11e8-b2bc-ac1f6b6435d0,21 25,0
12921_99_G11_1,11,1
379014a8-bbbc-11e8-b2ba-ac1f6b6435d0,21,0
f6b419fc-bbb6-11e8-b2ba-ac1f6b6435d0,0,0
4ae9f040-bba4-11e8-b2b9-ac1f6b6435d0,25,0
91b7ffe0-bba8-11e8-b2ba-ac1f6b6435d0,0,0
34a13524-bbbc-11e8-b2ba-ac1f6b6435d0,0 2 25,0
5c23084e-bbc0-11e8-b2bb-ac1f6b6435d0,5 21 25,0
e7a30942-bbb0-11e8-b2ba-ac1f6b6435d0,23,0
1b8b7b0a-bba1-11e8-b2b9-ac1f6b6435d0,4 25,0
75956_1609_H1_1,6,1
d68e6d74-bba9-11e8-b2ba-ac1f6b6435d0,18,0
63687622-bbc8-11e8-b2bc-ac1f6b6435d0,2,0
64312_1199_B7_6,21 22 27,1
af881852-bba3-11e8-b2b9-ac1f6b6435d0,21,0
59634_1049_D11_1,0 16 25,1
0582608e-bbc0-11e8-b2bb-ac1f6b6435d0,6,0
97289074-bbc7-11e8-b2bc-ac1f6b6435d0,2,0
9a4c3342-bbb2-11e8-b2ba-ac1f6b6435d0,23,0
bda64b3c-bbb9-11e8-b2ba-ac1f6b6435d0,5 25,0
b82aac5e-bbb2-11e8-b2ba-ac1f6b6435d0,21,0
f0ffc812-bb9d-11e8-b2b9-ac1f6b6435d0,4,0
e603ebb2-bbb3-11e8-b2ba-ac1f6b6435d0,5 25,0
313ed2fc-bbac-11e8-b2ba-ac1f6b6435d0,0 7,0
39935924-bba6-11e8-b2ba-ac1f6b6435d0,23 25,0
f765a296-bbc3-11e8-b2bc-ac1f6b6435d0,21,0
01c36810-bb9a-11e8-b2b9-ac1f6b6435d0,5 21,0
1e493732-bbc0-11e8-b2bb-ac1f6b6435d0,0 6,0
30347_598_F3_3,12,1
691862f0-bbad-11e8-b2ba-ac1f6b6435d0,21 23 25,0
e7bb9e8e-bbb6-11e8-b2ba-ac1f6b6435d0,0,0
72b4d576-bbc3-11e8-b2bc-ac1f6b6435d0,23,0
ea669a14-bbaa-11e8-b2ba-ac1f6b6435d0,25,0
2e928e72-bbb6-11e8-b2ba-ac1f6b6435d0,23,0
47c10762-bbc9-11e8-b2bc-ac1f6b6435d0,18,0
aa81349c-bbb7-11e8-b2ba-ac1f6b6435d0,5 0,0
4caf8b76-bbac-11e8-b2ba-ac1f6b6435d0,0 21,0
fccf4c70-bba3-11e8-b2b9-ac1f6b6435d0,0 1,0
94157780-bbb3-11e8-b2ba-ac1f6b6435d0,5 21 0,0
d5c347b2-bbc6-11e8-b2bc-ac1f6b6435d0,21 12,0
9b8e3796-bb9e-11e8-b2b9-ac1f6b6435d0,19,0
7ed8660a-bbab-11e8-b2ba-ac1f6b6435d0,0 21,0
4bcf3b62-bbba-11e8-b2ba-ac1f6b6435d0,0 21 19,0
67508_1315_A7_9,6,1
dc841efe-bba4-11e8-b2ba-ac1f6b6435d0,25,0
54522_1116_F1_2,22,1
14d462ba-bba9-11e8-b2ba-ac1f6b6435d0,0 25,0
2d310b40-bb9c-11e8-b2b9-ac1f6b6435d0,0 20,0
b99d9c66-bba5-11e8-b2ba-ac1f6b6435d0,23,0
ad2dcd5a-bb9d-11e8-b2b9-ac1f6b6435d0,2,0
71489efa-bba7-11e8-b2ba-ac1f6b6435d0,25,0
30827_331_B6_2,6,1
d4cd6666-bbc7-11e8-b2bc-ac1f6b6435d0,2 7,0
a536d918-bbaa-11e8-b2ba-ac1f6b6435d0,4,0
ece3eb24-bbba-11e8-b2ba-ac1f6b6435d0,0 7,0
0d53ebb4-bb9a-11e8-b2b9-ac1f6b6435d0,16,0
e499b92e-bba3-11e8-b2b9-ac1f6b6435d0,1 2,0
6b1127fe-bba3-11e8-b2b9-ac1f6b6435d0,0 19,0
27440888-bba4-11e8-b2b9-ac1f6b6435d0,0 21 2,0
accc1068-bb9a-11e8-b2b9-ac1f6b6435d0,5 11 0,0
dd275cf6-bba2-11e8-b2b9-ac1f6b6435d0,0 23,0
b62cf6a8-bbb9-11e8-b2ba-ac1f6b6435d0,25,0
9026_49_C4_2,6,1
89e0677c-bbb1-11e8-b2ba-ac1f6b6435d0,6,0
8790122c-bbc2-11e8-b2bb-ac1f6b6435d0,5,0
eff66cf4-bb9e-11e8-b2b9-ac1f6b6435d0,1 2,0
b91c52e8-bb9e-11e8-b2b9-ac1f6b6435d0,14 16,0
5297c0e2-bbc2-11e8-b2bb-ac1f6b6435d0,7,0
a8510012-bbb2-11e8-b2ba-ac1f6b6435d0,0 23,0
9568c74a-bbbd-11e8-b2ba-ac1f6b6435d0,5 0,0
7d3efe18-bbc3-11e8-b2bc-ac1f6b6435d0,25,0
a0d38b56-bb9f-11e8-b2b9-ac1f6b6435d0,4,0
b061264e-bbc4-11e8-b2bc-ac1f6b6435d0,24,0
f131d406-bbb1-11e8-b2ba-ac1f6b6435d0,25 7,0
8c1f38be-bb9e-11e8-b2b9-ac1f6b6435d0,0 3,0
8f67e53a-bbbb-11e8-b2ba-ac1f6b6435d0,22 2,0
1644a858-bb9a-11e8-b2b9-ac1f6b6435d0,0 25,0
1225_170_C10_2,26 4 25,1
70811_1385_B10_5,0 22,1
30245fda-bba3-11e8-b2b9-ac1f6b6435d0,22,0
470a7244-bbca-11e8-b2bc-ac1f6b6435d0,0 7,0
5103_635_H9_3,21 22,1
ea166576-bbc3-11e8-b2bc-ac1f6b6435d0,0,0
2f650ee0-bba4-11e8-b2b9-ac1f6b6435d0,0 2 25,0
827bb136-bb9c-11e8-b2b9-ac1f6b6435d0,12,0
9ecdd49e-bbca-11e8-b2bc-ac1f6b6435d0,0 16 24,0
5e04c4f8-bbad-11e8-b2ba-ac1f6b6435d0,24,0
7f41e3e6-bbbf-11e8-b2bb-ac1f6b6435d0,4 25,0
41332_830_C3_1,6 2,1
38546_445_B2_3,21 4 13,1
38b57580-bba8-11e8-b2ba-ac1f6b6435d0,5 0 25,0
7c63dda8-bbb2-11e8-b2ba-ac1f6b6435d0,0,0
801dd1b4-bba9-11e8-b2ba-ac1f6b6435d0,13 7,0
15c498b2-bbbc-11e8-b2ba-ac1f6b6435d0,5 0,0
67970_1376_D5_2,12,1
42de56f0-bbb5-11e8-b2ba-ac1f6b6435d0,4,0
05c5f690-bba3-11e8-b2b9-ac1f6b6435d0,12 19 25,0
62074_1332_E6_1,12,1
135c6508-bbaf-11e8-b2ba-ac1f6b6435d0,0,0
0643a336-bba0-11e8-b2b9-ac1f6b6435d0,0,0
35096a38-bbb0-11e8-b2ba-ac1f6b6435d0,19,0
f96b61d8-bba6-11e8-b2ba-ac1f6b6435d0,0 7,0
f908d9f6-bbb4-11e8-b2ba-ac1f6b6435d0,5,0
08da70dc-bbac-11e8-b2ba-ac1f6b6435d0,5,0
e5db9268-bb9d-11e8-b2b9-ac1f6b6435d0,0 13,0
690d6f72-bba7-11e8-b2ba-ac1f6b6435d0,25,0
1360b278-bbbb-11e8-b2ba-ac1f6b6435d0,25,0
5c4ba9f2-bba2-11e8-b2b9-ac1f6b6435d0,2 25,0
ee0d8780-bbba-11e8-b2ba-ac1f6b6435d0,4 25,0
b62bd794-bba2-11e8-b2b9-ac1f6b6435d0,5,0
8544729c-bb9a-11e8-b2b9-ac1f6b6435d0,7,0
bed7f4d8-bb9b-11e8-b2b9-ac1f6b6435d0,0,0
fc9114ae-bb9f-11e8-b2b9-ac1f6b6435d0,5 0 7,0
aaf459ce-bbb0-11e8-b2ba-ac1f6b6435d0,25 18,0
6ac128d4-bbc2-11e8-b2bb-ac1f6b6435d0,7,0
